text,true_label,predicted,confidence,text_length,length_bin,confidence_bin,error_type
"Highlights of Reuters interview with Trump WASHINGTON (Reuters) - Here are some of the highlights of the Reuters interview with U.S. President Donald Trump on Thursday. “There’s a chance that we could end up having a major, major, conflict with North Korea, absolutely.” QUESTION: Is that your biggest global worry at this point? “Yes, I would say that’s true, yes. ... North Korea would be certainly that.” ON GETTING SOUTH KOREA TO PAY FOR THAAD MISSILE DEFENSE SYSTEM “On the THAAD system, it’s about a billion dollars. I said,  ‘Why are we paying? Why are we paying a billion dollars? We’re protecting. Why are we paying a billion dollars?’ So I informed South Korea it would be appropriate if they paid. Nobody’s going to do that. Why are we paying a billion dollars? It’s a billion dollar system. It’s phenomenal. It’s the most incredible equipment you’ve ever seen - shoots missiles right out of the sky. And it protects them and I want to protect them. We’re going to protect them. But they should pay for that, and they understand that.” ON WHETHER THE WAR AGAINST ISLAMIST EXTREMISM WILL EVER END “Yours is the toughest question. Because at what point does it end? But we can’t let them come over here. I have to say, there is an end. And it has to be humiliation. There is an end. Otherwise it’s really tough. But there is an end. We are really eradicating some very bad people. When you take a look at what’s going on with the cutting off of the heads. We haven’t seen that since Medieval times. Right?”  ON CHINESE PRESIDENT XI’S EFFORTS TO REIN IN NORTH KOREA “He certainly doesn’t want to see turmoil and death. He doesn’t want to see it. He’s a good man. He’s a very good man and I got to know him very well ... We’ll see how it all works out. I know he would like to be able to do something. Perhaps it’s possible that he can’t. But I think he’d like to be able to do something.” “He’s 27 years old, his father dies, took over a regime, so say what you want but that’s not easy, especially at that age. You know you have plenty of generals in there and plenty of other people that would like to do what he’s doing. So I’ve said this before and I’ve, I’m just telling you, and I’m not giving him credit or not giving him credit. I’m just saying that’s a very hard thing to do.” “As to whether or not he’s rational, I have no opinion on it. I hope he’s rational.” “I get a call from Mexico yesterday, ‘We hear you’re going to terminate NAFTA.’ I said that’s right. They said, ‘Is there any way we can do something without you – without termination?’ I said, ‘What do you want to do?’ He said, ‘Well, we’d like to negotiate.’ I said we’ll think about it. Then I get a call, and they call me, I get a call from Justin Trudeau and he said, ‘We’d like to see if we can work something out,’ and I said that’s fine. Because I’ve always - I’ve been very consistent. It’s much less disruptive if we can make a fair trade deal than if we terminate.” “It’s unacceptable. It’s a horrible deal made by Hillary. It’s a horrible deal. And we’re going to renegotiate that deal, or terminate it.”  QUESTION: When will you announce it? “Very soon. I’m announcing it now.” “By the way, with South Korea, just so you know. They’re ready for it. Mike Pence was representing me, he was just over there, he’s told them. And we have the five-year anniversary coming up very shortly. And we thought that would be a good time to start ... It’s a great deal for South Korea. It’s a terrible deal for us.” “Frankly, Saudi Arabia has not treated us fairly, because we are losing a tremendous amount of money in defending Saudi Arabia.” “Well, my problem is that I’ve established a very good personal relationship with (Chinese) President Xi. And I really feel that he is doing everything in his power to help us with a big situation, so I wouldn’t want to be causing difficulty right now for him ... So I would certainly want to speak to him first.” “If there’s closure, there’s closure. We’ll see what happens. If there’s a shutdown. It’s the Democrats’ fault. Not our fault. It’s the Democrats’ fault. Maybe they’d like to see a shutdown.”  ON TRUMP’S PLAN TO GENERATE REVENUE TO OFFSET TAX CUTS “We will do trade deals that are going to make up for a tremendous amount of the deficit. We are going to be doing trade deals that are going to be much better trade deals ...  “There will be other ways that we are going to raise revenues. But we are going to run the country properly, and we are going to be reimbursed when we do things. Why should we be paying for somebody else’s military?” ON MIDDLE EAST PEACE AND POSSIBLE TRIP TO ISRAEL, SAUDI ARABIA “It’s a possibility, we’re talking to both. It’s a possibility, but I want to see peace with Israel and the Palestinians. There is no reason there’s not peace between Israel and the Palestinians - none whatsoever. So we’re looking at that and we’re also looking at the potential of going to Saudi Arabia.” ",0,1,0.995926026638224,4948,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"DEM PARTY OFFICIAL, Chair Of Black Caucus, Bernie Sanders Supporter Calls Reactions To Shooting Of Republican Steve Scalise, “So Funny”…REFUSES To Resign A Nebraska Democratic Party official has refused calls to resign her volunteer position after calling reactions to this week s shooting of a high-ranking Republican member of Congress  so funny  on social media.NOT FUNNY: Representative Steve Scalise (R-LA) a married father of two young children, is listed in critical condition after a 66 yr. old Democrat and Bernie Sanders supporter opened fire on Republicans who were practicing for their annual Democrat-Republican charity baseball game in Alexandria, VA.Chelsey Gentry-Tipton of Omaha said in statement that she will not resign as chairwoman of the party s Black Caucus, saying her post was taken out of context by party officials.Screen shot below is taken from Gentry-Tipton s Facebook page:The Nebraska party s leadership asked Gentry-Tipton to step down Wednesday, several hours after she wrote, in a Facebook thread about the shooting at in Alexandria, Virginia,  Watching the congressman crying on live tv abt the trauma they experienced. Y is this so funny tho? House Majority Whip Steve Scalise, R-La., was shot in the early morning incident at a Washington, D.C., area baseball field. Four others were shot or injured. The gunman was shot and later died.Messages left Thursday with Gentry-Tipton seeking an interview were not immediately returned.Jane Kleeb, chairwoman of the Nebraska Democrats, said the news media s interest in what amounts to an internal party dispute was troubling and distracted from the more important issue of gun violence. Nonetheless, she confirmed that she and the party s central committee were  deeply disappointed  in the comments. Anyone who commits violence against anyone is wrong,  Kleeb said Thursday.  Anyone who makes insensitive comments about gun violence is wrong. For me that s the end of the story. In a separate Facebook post, Gentry-Tipton refused  at this point  to resign. Via: Omaha World-Herald",1,0,0.245189323647545,2063,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"BREAKING NEWS: President Trump Announces Major Policy Shift on Transgender People in the US Military President Trump just tweeted out a new policy in the US military that was made after consultation with military experts and Generals:Trump made the announcement, which would represent a major shift in military policy, on Twitter. He said he had made the decision after consulting with  my generals and military experts. After consultation with my Generals and military experts, please be advised that the United States Government will not accept or allow Transgender individuals to serve in any capacity in the U.S. Military,  Trump tweeted. Our military must be focused on decisive and overwhelming victory and cannot be burdened with the tremendous medical costs and disruption that transgender in the military would entail. Thank you ",1,0,0.006478309386178632,838,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"LIBERAL Lansing, MI Mayor Forced To REMOVE “Sanctuary City” Status After MI Residents Hammer Him For Arrogant Announcement On Tucker Carlson [VIDEO] Watch his appearance on Tucker Carlson where he announced that Lansing, MI would be designated a  sanctuary city  here:The city council in Lansing, Mich. voted Wednesday to rescind its decision to deem itself a  sanctuary  city for illegal immigrants after concerns from the businesses that the status would draw unwelcome attention to the city.The term  sanctuary city  generally refers to jurisdictions that do not cooperate with U.S. immigration officials. Under Lansing city policy, police don t ask for people s immigration status, except as required by U.S. or Michigan law or a court order.Council members voted 5-2 to reverse last week s 6-0 vote to give the city  sanctuary  status. Immigration advocates in the crowd called called council members  spineless  and said  you re all losing your seats. The dispute comes as several cities are battling President Donald Trump s promised crackdown on places that block cooperation between their police departments and U.S. immigration authorities. The Trump administration has warned that sanctuary cities could lose federal money for refusing to cooperate with immigration authorities.After last week s vote, council members received a letter from the Lansing Regional Chamber and Michigan Chamber of Commerce urging them to remove references to  sanctuary city  from its resolution. Lansing is a diverse community, rich with history and culture. It s what makes our city a welcoming destination to live, work and thrive,  the business groups  letter says.  Recent actions of City Council, whether intended or not, have placed an unnecessary target on the City of Lansing while jeopardizing millions of dollars in federal funding that impacts the city budget. The term  sanctuary  in the resolution has become very problematic and distracting   so distracting in my opinion that s it s taken away from the intent of our resolution, which is to protect individuals,  said Councilwoman Judi Brown Clarke.  It s basically a  don t ask  policy, which was outlined by the mayor s executive order and what we had in our policy complements that. That was already the policy in Lansing before last week s vote, but Lansing called itself a  welcoming city,  rather than a  sanctuary city.  Neither the welcoming city resolution nor the sanctuary city resolution called for Lansing to prohibit workers from providing information on a person s immigration status with U.S. immigration officials   a ban that s at the heart of some urban sanctuary cities disagreements with the Trump administration.The issue also has touched off debate in the Republican-controlled Michigan Legislature, which is considering banning local governments from enacting or enforcing rules that limit communication and cooperation with federal officials concerning people s immigration status. Similar legislation died in the last session.   FOX News",1,0,0.2336004933823578,3020,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"BREAKING: Activist Appeals Court Rules Against Trump…Trump Comes Out Swinging…Tweets Awesome Reply A federal appeals court ruled that the U.S. will remain open to refugees and visa holders from seven Muslim-majority countries, rejecting a bid by the Trump administration to reinstate a travel ban in the name of national security.The San Francisco-based appeals court on Thursday spurned the government s request to close the doors after days of public debate over President Donald Trump s attacks on the judicial system and a rush of fearful immigrants. The ruling increases the likelihood that the administration will ask the Supreme Court to step into a case that s the biggest test of Trump s executive power yet .The public  has an interest in free flow of travel, in avoiding separation of families, and in freedom from discrimination,  a three-judge panel said in a unanimous 29-page ruling.A VICTORY FOR TECH COMPANIES WANTING CHEAP LABOR:The panel s ruling in favor of immigrants is a victory not only for Washington and Minnesota   the states that sued   but for Facebook Inc., Google Inc. and Microsoft Corp., which said in court papers that the measure would hinder their global businesses.Read more: Bloomberg Business",1,0,0.01883058450439599,1231,long (500-2K),uncertain (<0.4),False Negative (Fake->Real)
"(Video) Angry Latino Activist: “Ultimately, it doesn’t matter if we’re undocumented.” Anti-Trump Activist says what everyone on the left thinks  His comment is at the 1:52 mark: ",1,0,0.06784026218048657,178,medium (100-500),uncertain (<0.4),False Negative (Fake->Real)
"White House chiefs of staff welcome new member to ranks WASHINGTON (Reuters) - Eleven men who have held what is considered to be the toughest job in Washington - White House chief of staff - were to gather for lunch on Friday to welcome Reince Preibus, chief of staff to President-elect Donald Trump, to their ranks. President Barack Obama’s chief of staff, Denis McDonough, was hosting his successor at the gathering, along with former chiefs of staff from administrations dating back to the Jimmy Carter White House of 1977-1980. The White House lunch is similar to one hosted in 2008 by Josh Bolten, then chief of staff to outgoing President George W. Bush, for Obama’s first chief of staff, Rahm Emanuel, a White House official said. Both Bolten and Emanuel will be at the lunch, joined by Obama’s three other former chiefs of staff - Jack Lew, Bill Daley and Pete Rouse - as well as Andrew Card, George W. Bush’s first chief of staff. Jack Watson, who was chief of staff to Jimmy Carter, was invited, along with Kenneth Duberstein from the Ronald Reagan White House and Samuel Skinner from the George H.W. Bush administration. Also invited: John Podesta, a chief of staff in the Bill Clinton White House who helped run Trump rival Hillary Clinton’s campaign for the presidency. ",0,1,0.9642904820670388,1283,long (500-2K),confident (0.8+),False Positive (Real->Fake)
"Instant View: Trump orders military strikes on Syrian air base (Reuters) - U.S. President Donald Trump said on Thursday he ordered a targeted military strike against an airfield controlled by Syrian President Bashar al-Assad’s forces. A deadly chemical attack was launched this week from that base. “This action was appropriate and just.” “Resolving the years-long crisis in Syria is a complex task, but Bashar al-Assad must be held accountable and his enablers must be persuaded to change course. I look forward to the administration further engaging Congress in this effort.”  “Building on tonight’s credible first step, we must finally learn the lessons of history and ensure that tactical success leads to strategic progress. That means following through with a new, comprehensive strategy in coordination with our allies and partners to end the conflict in Syria.” “It is critical that Assad knows he will no longer enjoy impunity for his horrific crimes against his own citizens, and this proportional step was appropriate. As we move forward, it will be important for the administration to engage with Congress and clearly communicate its full strategy to the American people.” “Assad was warned, repeatedly, by the U.S. and the U.N. that the intentional targeting of innocent men, women and children is intolerable. Now Assad has been caught red-handed carrying out another abhorrent chemical attack, and the administration has taken a measured response.” REPRESENTATIVE ADAM SCHIFF, RANKING MEMBER, HOUSE INTELLIGENCE “I will be reintroducing an authorization for use of military force against ISIS and al Qaeda when Congress returns to session. Congress cannot abdicate its responsibility any longer and should vote on any use of force not made in self defense. This is necessary whether action is taken against terrorist groups or, as here, against regime capabilities.” “Making sure Assad knows that when he commits such despicable atrocities he will pay a price is the right thing to do.‎ It is incumbent on the Trump administration to come up with a strategy and consult with Congress before implementing it.” SENATOR BEN CARDIN, TOP DEMOCRAT ON SENATE FOREIGN RELATIONS “I cannot emphasize this enough, any longer-term or larger military operation in Syria by the Trump administration will need to be done in consultation with the Congress. Furthermore, it is the president’s responsibility to inform the legislative branch and the American people about his larger policy in Syria, as well as the legal basis for this action and any additional military activities in that country.” SENATOR MARCO RUBIO, REPUBLICAN ON SENATE FOREIGN RELATIONS “What must follow is a real and comprehensive strategy to ensure that Assad is no longer a threat to his people and to U.S. security, and that Russia no longer has free rein to support his regime.” “While we all condemn the atrocities in Syria, the United States was not attacked. The president needs congressional authorization for military action as required by the Constitution, and I call on him to come to Congress for a proper debate. Our prior interventions in this region have done nothing to make us safer, and Syria will be no different.” “My preliminary briefing by the White House indicated that this was a measured response to the Syrian nerve gas atrocity. Any further action will require close scrutiny by Congress, and any escalation beyond air strikes or missile strikes will require engaging the American people in that decision.” “While I’m encouraged that the Trump administration has felt compelled to act forcefully in Syria against the Assad regime, I’m gravely concerned that the United States is engaging further militarily in Syria without a well-thought-out, comprehensive plan. Frankly, the president’s actions today generate more questions than answers.” ",0,1,0.9228971709752621,3841,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"Chicago black pastors shun mayor's annual King breakfast CHICAGO (Reuters) - A group of black pastors boycotted Chicago Mayor Rahm Emanuel’s annual Martin Luther King breakfast on Friday, over his handling of police killings, and one pastor attended the event but interrupted it with protest chants before being escorted out. A handful of religious leaders joined protesters who blocked one entrance to the Hyatt Hotel where the breakfast was being held, chanting demands that Emanuel step down. But hundreds of Chicago’s African-American leaders did attend the breakfast - started in the 1980s by the city’s first black mayor, Harold Washington - and the event to honor civil rights leader King. “This boycott is not in opposition to Harold Washington nor Martin Luther King Jr. This boycott stands for the very cause that they stood for, it was through protesting that achievement was made. To sit by and do nothing is to endorse what is going on,” said Bishop Edgar Mullins, pastor of Grace Family Worship Center church, one of the boycotters. Local media showed footage of Rev. Matthew Ross interrupting the breakfast and chanting “16 shots and a cover-up,” in reference to the 2014 fatal shooting of Laquan McDonald, before security guards escorted him from the conference room. Police killings, mostly of men of color, have led to protests around the United States in the past year and a half.  A wave of protests over police killings in Chicago, mostly of young black men, has forced Emanuel to fire his police chief and accept a federal probe of the police department. The city has also reversed its previous policy not to release video footage of police killings. On Thursday officials made public the images from surveillance cameras that show police killing Cedric Chatman, 17, in January 2013. Lawyers for his family say the video contradicts police statements that Chatman, a carjacking suspect, had a dark object that he pointed at them. Alderman Anthony Beale of the city’s ninth ward was among black leaders who attended the breakfast on Friday. He said he was there to honor King’s legacy, which made protests possible. “Either you’re part of the problem or part of the solution. I choose to be part of the solution ... Now is a golden opportunity for us to put real change in this city,” he said. ",0,1,0.8201048893789026,2315,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"U.S. Supreme Court revival on Trump travel ban draws praise, criticism (Reuters) - The U.S. Supreme Court on Monday gave President Donald Trump a victory by allowing his temporary ban on travelers from six Muslim-majority countries and all refugees to go into effect for people with no strong ties to the United States while agreeing to decide the order’s legality this fall. The case is a major test of presidential powers. The justices granted parts of the Trump administration’s emergency request to put the order into effect immediately while the legal battle continues. The court, which narrowed the scope of lower court rulings that had blocked his March 6 executive order, said it would hear arguments in October on the lawfulness of the ban. THE COUNCIL ON AMERICAN-ISLAMIC RELATIONS, A MUSLIM CIVIL RIGHTS AND ADVOCACY ORGANIZATION The council expressed its concerns about the Supreme Court decision in relations to Islam saying it “ignores the Islamophobic origins of the policy and emboldens Islamophobes in the Trump administration.” AHMED AL-NASI, OFFICIAL AT YEMEN MINISTRY OF EXPATRIATE AFFAIRS Al-Nasi, whose country is one of the six falling under the ban, also criticized the Supreme Court decision.  “We believe it will not help in confronting terrorism and extremism, but rather will increase the feeling among the nationals of these countries that they are all being targeted,” he said. “Especially given that Yemen is an active partner of the United States in the war on terrorism and that there are joint operations against terrorist elements in Yemen.” Shaheen expressed disappointment in the court’s decision. “Muslim travel ban has no merit & offensive to our nation’s core values,” she said on Twitter.  TOM FITTON, PRESIDENT OF JUDICIAL WATCH, A CONSERVATIVE FOUNDATION  Fitton praised the Supreme Court’s decision. “This is a major blow to anti-Trump activist judges on the lower courts. And it is a big victory for our nation’s security, President Trump, and the rule of the law.” he said in a statement.  DAVID MILIBAND, CHIEF EXECUTIVE OF THE INTERNATIONAL RESCUE COMMITTEE HUMANITARIAN AGENCY AND A FORMER BRITISH FOREIGN MINISTER Miliband said the ruling could hurt refugees who have already been vetted and were slated to come to the United States.      “The court’s decision threatens damage to vulnerable people waiting to come to the U.S.: people with urgent medical conditions blocked, innocent people left adrift, all of whom have been extensively vetted,” he said in a statement. “We urge the administration to begin its long-delayed review of the vetting process and restart a program which changes lives for the better.” MICHAEL O’ROURKE, CHIEF MARKET STRATEGIST AT JONESTRADING IN GREENWICH, CONNECTICUT O’Rourke said it was not clear if the news on the travel ban was having an impact on stocks.  “I think it’s having a little impact, but I’m not sure. It just seemed to be the timing of the headlines.  “There are a couple of different things floating around. ... I feel there’s a combination of a bunch of little things.   “And I have a thematic track basket for immigration, and there are a bunch of tech names in there. Maybe people are reading into the immigration story there. ... But we know what policy the president is going to pursue. It’s not lining up perfectly for me.” ERIC SCHWARTZ, PRESIDENT OF REFUGEES INTERNATIONAL AND FORMER U.S. ASSISTANT SECRETARY OF STATE FOR POPULATION, REFUGEES, AND MIGRATION Schwartz said he was disappointed by the court’s decision. “The suspension of refugee resettlement will impact the most vulnerable of the world’s populations, including refugee women and girls, survivors of violence and torture, and refugee children, among many other groups at considerable risk.” he said. “The options for organizations like ours are now limited as the Supreme Court reviews this case.” BECCA HELLER, DIRECTOR OF THE INTERNATIONAL REFUGEE ASSISTANCE PROJECT Heller said the parts of the travel ban allowed to go into effect “are actually incredibly narrow.” “Almost anyone coming into the U.S. who has a visa or has been in the refugee program for a while ... has some kind of tie to a U.S. person or a U.S. entity,” she said. “The hope is that this really only impacts a very small number of people.” Trump praised the court’s decision in a statement released by the White House. “Today’s unanimous Supreme Court decision is a clear victory for our national security,” he said. “Today’s ruling allows me to use an important tool for protecting our nation’s homeland.” DEMOCRATIC SENATOR ED MARKEY OF MASSACHUSETTS, MEMBER OF THE SENATE FOREIGN RELATIONS COMMITTEE Markey said in an interview with CNN that the top court made it clear the Trump administration had overreached when it came to businesses, family members and students but expressed concern that the court did not issue a more fundamental ruling.           “I’m disappointed that the court just didn’t rule that a Muslim ban in and of itself is unconstitutional,” Markey said. OMAR JADWAT, DIRECTOR OF THE AMERICAN CIVIL LIBERTIES UNION’S IMMIGRANTS’ RIGHTS PROJECT Jadwat, who argued the appellate case on the executive order, said in a statement: “President Trump’s Muslim ban violates the fundamental constitutional principle that government cannot favor or disfavor any one religion. Courts have repeatedly blocked this indefensible and discriminatory ban. The Supreme Court now has a chance to permanently strike it down.” WILLIAM STOCK, OUTGOING PRESIDENT OF THE AMERICAN IMMIGRATION LAWYERS ASSOCIATION  Stock said the “bona fide connections” to the United States cited by the court as a requirement for admission to the country might include those on employer-sponsored visas, family-sponsored green card applications, people who are admitted by schools in the United States as students and those collaborating on research with people in the United States.  “The court seems to be saying if a family in Iran had prepaid for Disneyland, they probably have a demonstrable connection to the United States that might allow for issuance of a visitor visa,” Stock said. “If a person says ‘I’ve heard of Disneyland and I’d really like to see it,’ that probably doesn’t get them in.” In a statement, Perez vowed to keep fighting the ban, which he called unconstitutional and an assault on American religious freedom.   “As a nation, our diversity is our greatest strength, and we cannot allow such prejudice to shut the doors of progress. Democrats will continue to fight this hatred every step of the way,” Perez said.   “Great news for our national security, the rule of law and @POTUS,” Strange said on Twitter, referring to Trump. ",0,1,0.9021096285475327,6680,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"Benghazi Survivor On Hillary Clinton: “I Don’t Think She Has A Soul” #FeelTheBern of incompetence A survivor of the 2012 Benghazi siege that claimed the lives of four Americans and subject of the movie  13 Hours  repudiated Hillary Clinton Thursday night in Connecticut s largest Democratic stronghold.Kris  Tanto  Paronto, a military contractor and former Army Ranger, said Clinton failed as secretary of state to send in adequate reinforcements when the U.S. mission in Libya was under terrorist attack.Part of the security team that tried to defend the compound, Paronto headlined the annual Lincoln Day fundraising dinner of Bridgeport Republicans, who make up less than 10 percent of the city s electorate.Paronto stopped short of endorsing the GOP s presumptive presidential nominee, Donald Trump, but said he will work with Republicans to shine a light on what happened in the confusion of the attack that killed U.S. ambassador to Libya J. Christopher Stevens on Sept. 11, 2012. I don t think she has a soul,  Paronto said of Clinton during an interview with Hearst Connecticut Media.  I hope it haunts her. I don t think it will. A spokesman for Clinton, who campaigned in Bridgeport ahead of her primary victory last month in Connecticut, declined to comment.Paronto said he has no doubt that there is a nexus between the Benghazi attack and the email scandal that has dogged Clinton, who has been criticized for using a personal server to send and receive classified material when she was secretary of state. He repeated accusations that Clinton misled the victims  families over what incited the attack. She lied to the family members, period,  Paronto said.  People are believing her over the family members of teammates that I lost. Clinton has denied telling the victims  families that an anti-Islam video was to blame for sparking the attack.Andy Wainwright, a Republican State Central Committee member from Stamford, said he recently saw  13 Hours  and was mesmerized. It was not a political movie,  he said.  There was no finger-pointing. It highlights the bureaucracy and a lot of times the military being handcuffed. For entire story: CT Post",1,0,0.005633780970118869,2162,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
" Former Israeli Prime Minister BLASTS Israeli Government, Says Israel Has Become A Fascist State It appears that the curtain that hides the true nature of Israel is finally beginning to be pulled back. On Friday, former prime minister and defense minister Ehud Barak told reporters that Israel has been  infected by the seeds of fascism.  That may be one of the biggest understatements of the year, though it does show the beginnings of a new internal outcry against Israel s government.Haaretz reports:Responding to the resignation of Defense Minister Moshe Ya alon earlier in the day, Barak said that it  should be a red light for all of us regarding what s going on in the government. Life-sustaining Zionism and the seeds of fascism cannot live together,  Barak told a Channel 10 interviewer.Ya alon s resignation is  the end of a chain that began with the case of the soldier who shot [a wounded Palestinian assailant to death],  Barak said.  Such incidents give us an X-ray image that is opposed to the will of the people. What has happened is a hostile takeover of the Israeli government by dangerous elements. And it s just the beginning. This government needs to be brought down before it brings all of us down,  Barak added.  There are no serious leaders left in the world who believe the Israeli government. That last quote is particularly relevant to the United States, seeing as the U.S. has acted as Israel s vanguard for quite some time now. The Obama administration s relationship with Israeli prime minister, Benjamin Netanyahu, has been tense, to say the least. Much of this has to do with Netanyahu s avowed disapproval of President Obama s Iran nuclear deal.However, due to rapid changes in the political ideology of people in the U.S. that may change depending on the administration in power. While a majority of Americans still have a favorable opinion of Israeli, Democrats and Independents  favorability of Israel is plummeting. The Republican Party s positive outlook on Israel remains rock solid, showing support for Israel has become an increasingly partisan issue.Featured image from (Photo by John Moore/Getty Images)",1,0,0.008628148365972926,2146,very long (2K+),uncertain (<0.4),False Negative (Fake->Real)
"Turkey should follow West's lead on rights: author Orhan Pamuk (Reuters) - Turkey under President Tayyip Erdogan needs more Westernization, and not less, to bolster dwindling free speech rights and a wobbly democracy, Nobel Prize-winning author Orhan Pamuk said on Tuesday. Pamuk, 65, also said in an online chat in the Reuters Global Markets Forum that he laments much modernization and saw his stories, including his 10th novel published last year,  The Red-Haired Woman  as focused on the personal costs people pay for discarding traditions in the rush to adapt to the ways of 21st century. The following are edited excerpts: Question: Is Turkey, often described as a bridge between West and East, becoming too Westernized? Answer: The lack of free speech is so grave that we definitely need to be more friendly with the West and Europe. I am not worried about too much Westernization, especially in these days when government is trying to push us away from Western values. Q: Do you see gentrification in Istanbul and other Western influence in Turkey as threats or positives to Turkey s identity? A: I actually do not want to bring East and West together. I essentially want to write poetic, literary observations about the lives of the people in and around Istanbul. And since Istanbul is made up of things from the West, and modernity, and also things that come from traditional cultures, and East, readers think my intention is to  bridge  them. Actually, there are things from East and West that are already harmoniously together in Istanbul. All I do is invent stories about them. Q: How is that theme in  The Red Haired Woman ? A: My main character carries the weight of having an idealist political father, while he is more busy with making money. I have many friends like that ... They are troubled by moral issues like the ones I discussed in this book. Individuality versus belonging to community ... Or economic development and comforts of modernity versus preserving the past than the old architecture and culture. My books are always about how to be modern without losing your identity.  Q: It is Nobel award season. How did your win in 2006 affect you? A: My books were already translated to 46 languages before I won the Nobel prize. Now my books are translated into 63 languages. The prize may have helped. It definitely brought me new readers and some diplomatic responsibility of representing my country. ",0,1,0.9278408702727357,2428,very long (2K+),confident (0.8+),False Positive (Real->Fake)
"Text of Nobel Peace Prize award to anti-nuclear campaign ICAN OSLO (Reuters) - Following is the text of the Nobel Peace Prize award on Friday to the International Campaign to Abolish Nuclear Weapons: The Norwegian Nobel Committee has decided to award the Nobel Peace Prize for 2017 to the International Campaign to Abolish Nuclear Weapons (ICAN).  The organization is receiving the award for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons. We live in a world where the risk of nuclear weapons being used is greater than it has been for a long time. Some states are modernizing their nuclear arsenals, and there is a real danger that more countries will try to procure nuclear weapons, as exemplified by North Korea.  Nuclear weapons pose a constant threat to humanity and all life on earth. Through binding international agreements, the international community has previously adopted prohibitions against land mines, cluster munitions and biological and chemical weapons. Nuclear weapons are even more destructive, but have not yet been made the object of a similar international legal prohibition. Through its work, ICAN has helped to fill this legal gap. An important argument in the rationale for prohibiting nuclear weapons is the unacceptable human suffering that a nuclear war will cause. ICAN is a coalition of non-governmental organizations from around 100 different countries around the globe. The coalition has been a driving force in prevailing upon the world s nations to pledge to cooperate with all relevant stakeholders in efforts to stigmatize, prohibit and eliminate nuclear weapons. To date, 108 states have made such a commitment, known as the Humanitarian Pledge. Furthermore, ICAN has been the leading civil society actor in the endeavor to achieve a prohibition of nuclear weapons under international law. On 7 July 2017, 122 of the UN member states acceded to the Treaty on the Prohibition of Nuclear Weapons.  As soon as the treaty has been ratified by 50 states, the ban on nuclear weapons will enter into force and will be binding under international law for all the countries that are party to the treaty. The Norwegian Nobel Committee is aware that an international legal prohibition will not in itself eliminate a single nuclear weapon, and that so far neither the states that already have nuclear weapons nor their closest allies support the nuclear weapon ban treaty.  The Committee wishes to emphasize that the next steps towards attaining a world free of nuclear weapons must involve the nuclear-armed states. This year s Peace Prize is therefore also a call upon these states to initiate serious negotiations with a view to the gradual, balanced and carefully monitored elimination of the almost 15,000 nuclear weapons in the world. Five of the states that currently have nuclear weapons   the USA, Russia, the United Kingdom, France and China   have already committed to this objective through their accession to the Treaty on the Non-Proliferation of Nuclear Weapons of 1970. The Non-Proliferation Treaty will remain the primary international legal instrument for promoting nuclear disarmament and preventing the further spread of such weapons. It is now 71 years since the UN General Assembly, in its very first resolution, advocated the importance of nuclear disarmament and a nuclear weapon-free world. With this year s award, the Norwegian Nobel Committee wishes to pay tribute to ICAN for giving new momentum to the efforts to achieve this goal. The decision to award the Nobel Peace Prize for 2017 to the International Campaign to Abolish Nuclear Weapons has a solid grounding in Alfred Nobel s will.  The will specifies three different criteria for awarding the Peace Prize: the promotion of fraternity between nations, the advancement of disarmament and arms control and the holding and promotion of peace congresses. ICAN works vigorously to achieve nuclear disarmament.  ICAN and a majority of UN member states have contributed to fraternity between nations by supporting the Humanitarian Pledge. And through its inspiring and innovative support for the UN negotiations on a treaty banning nuclear weapons, ICAN has played a major part in bringing about what in our day and age is equivalent to an international peace congress. It is the firm conviction of the Norwegian Nobel Committee that ICAN, more than anyone else, has in the past year given the efforts to achieve a world without nuclear weapons a new direction and new vigor. ",0,1,0.8712253430726773,4626,very long (2K+),confident (0.8+),False Positive (Real->Fake)
